truevalue,estimate,dem,ev
31.01444321,44.17391304,300,0.049379756
52.15020468,45.41666667,300,0.049379756
17.97756289,30.13636364,300,0.049379756
3.798767384,9.473684211,300,0.049379756
34.99957102,44.875,300,0.049379756
50.92138781,35.66666667,300,0.049379756
33.58203295,42.86956522,300,0.049379756
46.74515613,84.08333333,300,0.049379756
13.3925514,5.125,300,0.049379756
21.83013718,19.52173913,300,0.049379756
71.16025594,78.69565217,300,0.049379756
33.52871596,24.58333333,300,0.049379756
21.84404959,12.82608696,300,0.049379756
171.5556357,150.375,300,0.049379756
56.10051706,66,300,0.049379756
68.6025358,67.5,300,0.049379756
6.497675671,4.476190476,300,0.049379756
31.8958812,42.2173913,300,0.049379756
15.06071096,10.04166667,300,0.049379756
23.93216506,18.625,300,0.049379756
51.55523786,20.47619048,300,0.049379756
6.75032112,15.77272727,300,0.049379756
54.16044212,52.45833333,300,0.049379756
56.32334014,49.83333333,300,0.049379756
65.20393922,68.39130435,300,0.049379756
28.92049511,16.5,300,0.049379756
9.648680894,12.22727273,300,0.049379756
27.08224127,24.66666667,300,0.049379756
17.68016655,13.33333333,300,0.049379756
10.79156691,10.20833333,300,0.049379756
45.49021152,55.2,300,0.049379756
115.7530984,120.9583333,300,0.049379756
49.8134958,49.08333333,300,0.049379756
67.66413266,46.66666667,300,0.049379756
79.76030702,69.66666667,300,0.049379756
19.46782905,25.79166667,300,0.049379756
75.63912197,70.41666667,300,0.049379756
20.40939935,23.2173913,300,0.049379756
19.28217804,10.13636364,300,0.049379756
64.30531398,37.625,300,0.049379756
38.21950876,30.20833333,300,0.049379756
55.00833321,45.33333333,300,0.049379756
22.14289164,27,300,0.049379756
219.6298953,251.4545455,300,0.049379756
30.00769103,23.625,300,0.049379756
15.47696948,17.33333333,300,0.049379756
17.21807861,12.45833333,300,0.049379756
4.449341553,4.571428571,300,0.049379756
19.71513892,15.26086957,300,0.049379756
27.00351961,21.58333333,300,0.049379756
57.95686434,64,300,0.049379756
17.16199206,5.5,300,0.049379756
32.34536403,26.875,300,0.049379756
28.57071772,58.33333333,300,0.049379756
48.76357903,43.83333333,300,0.049379756
9.939668939,14.23809524,300,0.049379756
8.242732218,5.958333333,300,0.049379756
65.173184,56.58333333,300,0.049379756
8.479336753,12.82608696,300,0.049379756
12.18882478,3,300,0.049379756
29.5270319,35.19047619,300,0.049379756
15.86395276,6.608695652,300,0.049379756
40.22007876,43.52173913,300,0.049379756
13.70189076,8.625,300,0.049379756
8.147997227,4.294117647,300,0.049379756
58.44108485,62.875,300,0.049379756
111.9219067,93.875,300,0.049379756
33.91123429,36.08333333,300,0.049379756
38.78364337,38.54166667,300,0.049379756
31.8959788,39.26315789,300,0.049379756
27.44387614,16,300,0.049379756
33.28958098,24.29166667,300,0.049379756
312.0114683,320.5416667,300,0.049379756
110.1501156,80.66666667,300,0.049379756
9.112618996,5.5,300,0.049379756
157.8011155,123.875,300,0.049379756
9.887564172,8.545454545,300,0.049379756
21.50392319,29.08333333,300,0.049379756
7.334910238,4.833333333,300,0.049379756
20.74775167,30.95238095,300,0.049379756
13.0040196,5.791666667,300,0.049379756
53.11458021,87.04545455,300,0.049379756
51.13724556,37.66666667,300,0.049379756
107.0432969,115.9583333,300,0.049379756
40.67358887,33.79166667,300,0.049379756
17.25753498,20.66666667,300,0.049379756
9.075163583,5.47826087,300,0.049379756
90.13682901,92.95833333,300,0.049379756
44.15564442,27.68181818,300,0.049379756
55.9522366,118.3684211,300,0.049379756
27.93220038,40.08333333,300,0.049379756
21.79644086,20.08695652,300,0.049379756
13.96688307,22.20833333,300,0.049379756
24.77945761,10.94117647,300,0.049379756
206.8244023,223.3333333,300,0.049379756
31.75507838,41.26086957,300,0.049379756
49.67399971,45.95833333,300,0.049379756
98.38487105,106.4583333,300,0.049379756
71.67049521,76.61904762,300,0.049379756
17.13308764,20.86956522,300,0.049379756
18.99875552,13.45454545,300,0.049379756
4.459684005,5.791666667,300,0.049379756
17.30227285,10.875,300,0.049379756
5.930142837,6.4,300,0.049379756
51.07394437,63.47826087,300,0.049379756
14.34136382,13.83333333,300,0.049379756
16.23394942,18.2,300,0.049379756
9.138978856,11,300,0.049379756
12.86367837,8.708333333,300,0.049379756
14.68116,13.27272727,300,0.049379756
33.60925703,27.13043478,300,0.049379756
96.36840385,135.4347826,300,0.049379756
29.75630693,36.75,300,0.049379756
7.59247598,8.125,300,0.049379756
11.96458475,14,300,0.049379756
15.82839941,13.39130435,300,0.049379756
11.41529996,9.75,300,0.049379756
16.1038805,11.83333333,300,0.049379756
188.8545748,218.875,300,0.049379756
87.05019937,64.375,300,0.049379756
29.25924915,33.75,300,0.049379756
30.0680587,17.86956522,300,0.049379756
42.21703397,41.29166667,300,0.049379756
3.967460335,8.272727273,300,0.049379756
27.60410218,26.125,300,0.049379756
101.884544,87.625,300,0.049379756
33.083978,46.68181818,300,0.049379756
57.86476923,96.7,300,0.049379756
31.80715923,46.66666667,300,0.049379756
101.4034559,65.95833333,300,0.049379756
35.21617299,22.77272727,300,0.049379756
7.656040181,3.263157895,300,0.049379756
47.44332172,63.875,300,0.049379756
6.994955939,13.33333333,300,0.049379756
222.3925467,234.4090909,300,0.049379756
60.19381626,100.8636364,300,0.049379756
50.25848312,59.58333333,300,0.049379756
40.28340105,39.86363636,300,0.049379756
24.48870857,15.25,300,0.049379756
30.46678601,34.43478261,300,0.049379756
34.14889037,23.625,300,0.049379756
16.15534914,13.20833333,300,0.049379756
18.19386331,22.60869565,300,0.049379756
23.60011556,8.458333333,300,0.049379756
31.82113285,24.41666667,300,0.049379756
25.14323141,20.20833333,300,0.049379756
19.69140234,18.42857143,300,0.049379756
15.69495912,17.70833333,300,0.049379756
23.27924405,11.16666667,300,0.049379756
29.05204259,15.25,300,0.049379756
46.15871461,40.14285714,300,0.049379756
18.23970061,14.83333333,300,0.049379756
56.06723499,57.15,300,0.049379756
20.83776988,10.47826087,300,0.049379756
30.20321605,32,300,0.049379756
18.36706259,11.69565217,300,0.049379756
22.6364394,18.04545455,300,0.049379756
21.89247881,16.875,300,0.049379756
16.32834577,15.95833333,300,0.049379756
20.78625776,12.79166667,300,0.049379756
24.73727627,18.57894737,300,0.049379756
11.63206454,7,300,0.049379756
14.53217922,5.833333333,300,0.049379756
208.9808607,179.3478261,300,0.049379756
79.93483618,67.5,300,0.049379756
90.0255426,64.04166667,300,0.049379756
31.6779125,16.75,300,0.049379756
49.97587165,62.66666667,300,0.049379756
31.15916949,21.22727273,300,0.049379756
83.70676298,21.45833333,300,0.049379756
11.41241784,4.416666667,300,0.049379756
52.51053205,22.16666667,300,0.049379756
10.72544862,5.458333333,300,0.049379756
140.703031,136.375,300,0.049379756
36.63780557,48,300,0.049379756
40.90810785,19.75,300,0.049379756
12.78543108,9.125,300,0.049379756
43.6693776,34.45833333,300,0.049379756
52.36027735,38.45833333,300,0.049379756
41.5360986,24.08333333,300,0.049379756
12.5001803,12.4,300,0.049379756
32.64248466,29.91666667,300,0.049379756
45.01862649,32.16666667,300,0.049379756
14.54806724,8.166666667,300,0.049379756
37.70676371,18.86956522,300,0.049379756
24.69170907,15.04347826,300,0.049379756
34.06472068,29.95833333,300,0.049379756
131.7235516,159.2173913,300,0.049379756
86.59844344,57.58333333,300,0.049379756
13.69514804,9.208333333,300,0.049379756
111.2059435,118.3809524,300,0.049379756
11.20034096,14.43478261,300,0.049379756
137.4162746,170.9166667,300,0.049379756
106.6199303,122.6521739,300,0.049379756
48.42438343,31.54166667,300,0.049379756
22.07635197,51.65217391,300,0.049379756
32.09497796,12.28571429,300,0.049379756
52.34743236,56.66666667,300,0.049379756
5.678528391,12.42857143,300,0.049379756
51.36178216,87.27777778,300,0.049379756
16.38216017,9.291666667,300,0.049379756
8.173131829,9.541666667,300,0.049379756
21.87379932,10.375,300,0.049379756
26.70794788,22.9047619,300,0.049379756
17.61899116,12.95833333,300,0.049379756
19.31805798,20,300,0.049379756
69.735171,69.77272727,300,0.049379756
85.19669347,89.33333333,300,0.049379756
30.91898148,17.45833333,300,0.049379756
25.05686229,22.47826087,300,0.049379756
68.69638714,79.65217391,300,0.049379756
