truevalue,estimate,dem,ev
239.6501854,219.375,82,-0.17724461
175.7865065,187.3333333,82,-0.17724461
35.8216289,31.375,82,-0.17724461
31.76613863,35.5,82,-0.17724461
78.92165663,66.40909091,82,-0.17724461
39.95788951,23.45833333,82,-0.17724461
19.6012198,10.66666667,82,-0.17724461
71.61557276,61.83333333,82,-0.17724461
127.3800896,108.826087,82,-0.17724461
27.52555011,22.83333333,82,-0.17724461
65.61356287,66.91666667,82,-0.17724461
56.82427529,51.36363636,82,-0.17724461
87.72976046,107.2352941,82,-0.17724461
58.49619408,59.41666667,82,-0.17724461
63.9487117,48.08333333,82,-0.17724461
7.827245502,9,82,-0.17724461
128.7684958,113.6666667,82,-0.17724461
23.96242213,34.18181818,82,-0.17724461
30.70323924,42.04166667,82,-0.17724461
20.7092123,15.75,82,-0.17724461
61.3695304,43.33333333,82,-0.17724461
83.75505274,47.70833333,82,-0.17724461
62.45690216,73.86956522,82,-0.17724461
114.0004445,112.3571429,82,-0.17724461
84.9067144,86.60869565,82,-0.17724461
34.96491862,20.29166667,82,-0.17724461
120.4482746,113,82,-0.17724461
50.33768928,37.83333333,82,-0.17724461
185.9748918,238.0434783,82,-0.17724461
21.59460975,20.9,82,-0.17724461
110.2961825,116.9583333,82,-0.17724461
22.14103212,6.5,82,-0.17724461
206.1336661,221.5,82,-0.17724461
40.88200059,31.4375,82,-0.17724461
43.50182112,27.95652174,82,-0.17724461
542.6221498,448.4782609,82,-0.17724461
90.38259831,78.29411765,82,-0.17724461
24.94889788,16.875,82,-0.17724461
53.14328609,48.08333333,82,-0.17724461
19.18455145,15.30434783,82,-0.17724461
75.00331357,73.70833333,82,-0.17724461
61.64754028,61.375,82,-0.17724461
38.42324419,43.17391304,82,-0.17724461
15.74710979,15.08333333,82,-0.17724461
59.5143228,92.5,82,-0.17724461
245.4706181,238.2727273,82,-0.17724461
23.45907578,7.25,82,-0.17724461
28.09321471,26.75,82,-0.17724461
93.33533381,66.18181818,82,-0.17724461
45.32870022,48.33333333,82,-0.17724461
14.63458089,20.08333333,82,-0.17724461
66.98552051,47.91666667,82,-0.17724461
71.11933607,70.79166667,82,-0.17724461
51.78511574,39.95833333,82,-0.17724461
18.05747183,5.869565217,82,-0.17724461
11.47272404,10.875,82,-0.17724461
40.4560157,37.33333333,82,-0.17724461
98.10825365,88,82,-0.17724461
92.71140579,86,82,-0.17724461
33.87423204,30.95833333,82,-0.17724461
130.4028065,113.375,82,-0.17724461
94.60049328,91.04347826,82,-0.17724461
24.37799807,48.26086957,82,-0.17724461
235.6502952,217.4782609,82,-0.17724461
41.21390014,39.54166667,82,-0.17724461
377.2934679,374.125,82,-0.17724461
65.77202078,75.83333333,82,-0.17724461
55.18911548,71.90909091,82,-0.17724461
134.7955728,138.6521739,82,-0.17724461
78.95577052,253.7826087,82,-0.17724461
28.6899478,18.8,82,-0.17724461
41.19862053,30.125,82,-0.17724461
199.1471095,213.3333333,82,-0.17724461
58.28452949,72.95238095,82,-0.17724461
13.9073282,11.85714286,82,-0.17724461
42.41299151,35.79166667,82,-0.17724461
112.7486964,94.25,82,-0.17724461
50.5091467,52.73913043,82,-0.17724461
57.24120921,52.45833333,82,-0.17724461
174.5203557,147.8571429,82,-0.17724461
97.70142026,90.04166667,82,-0.17724461
64.6177392,66.75,82,-0.17724461
63.25565254,83.45454545,82,-0.17724461
12.86457769,15.81818182,82,-0.17724461
46.85773195,36.25,82,-0.17724461
115.7236543,99.41666667,82,-0.17724461
23.6558568,26.375,82,-0.17724461
225.7136748,219.1666667,82,-0.17724461
95.0465936,101.1304348,82,-0.17724461
43.61479999,34.29166667,82,-0.17724461
50.95365396,36.25,82,-0.17724461
300.456703,292.173913,82,-0.17724461
10.83578092,11.08695652,82,-0.17724461
58.15663,61.16666667,82,-0.17724461
43.22588653,38.20833333,82,-0.17724461
79.89216709,73.91304348,82,-0.17724461
117.6528111,87.125,82,-0.17724461
26.07820191,31.875,82,-0.17724461
