truevalue,estimate,dem,ev
18.82640793,15.30434783,82,-0.17724461
73.6416926,32.73684211,82,-0.17724461
87.61220896,69.17391304,82,-0.17724461
64.51802426,49.41666667,82,-0.17724461
56.45612574,60.375,82,-0.17724461
130.3513524,121.6666667,82,-0.17724461
36.20447847,28.95652174,82,-0.17724461
34.92857249,32.16666667,82,-0.17724461
59.29675538,72.78571429,82,-0.17724461
29.12054491,23.79166667,82,-0.17724461
154.0317058,138.6521739,82,-0.17724461
81.93662125,87.91666667,82,-0.17724461
19.63739186,28.52173913,82,-0.17724461
198.1807726,219.1666667,82,-0.17724461
35.69645778,24.41666667,82,-0.17724461
501.9519503,534.375,82,-0.17724461
105.7753198,91.45833333,82,-0.17724461
192.0282971,228.7916667,82,-0.17724461
80.12455792,82.16666667,82,-0.17724461
70.19536532,44.83333333,82,-0.17724461
104.3661692,114.2916667,82,-0.17724461
45.76623734,39.08333333,82,-0.17724461
147.994653,186.125,82,-0.17724461
71.36234865,57.34782609,82,-0.17724461
60.71368913,70.58333333,82,-0.17724461
58.37254245,55.20833333,82,-0.17724461
109.6957124,76.56521739,82,-0.17724461
90.32528736,71.43478261,82,-0.17724461
106.1858577,88,82,-0.17724461
37.08985609,39.66666667,82,-0.17724461
287.6251855,269.125,82,-0.17724461
42.05278127,39.04545455,82,-0.17724461
93.9683953,48.73913043,82,-0.17724461
71.85258843,34.40909091,82,-0.17724461
122.719247,124.4583333,82,-0.17724461
25.36012165,23.70833333,82,-0.17724461
214.0273691,224.75,82,-0.17724461
21.90546116,17.40909091,82,-0.17724461
118.4274676,104.2083333,82,-0.17724461
20.60945096,15.65217391,82,-0.17724461
26.36363606,31.375,82,-0.17724461
196.6026264,156.25,82,-0.17724461
80.52514824,114,82,-0.17724461
178.5960082,147.8571429,82,-0.17724461
180.4708407,191,82,-0.17724461
140.7721352,141.3478261,82,-0.17724461
23.34608365,15.625,82,-0.17724461
52.60029154,48.75,82,-0.17724461
26.44991174,29.20833333,82,-0.17724461
61.01119459,41.3,82,-0.17724461
79.27869767,129.7083333,82,-0.17724461
91.70445974,56.34782609,82,-0.17724461
86.3107661,121.2083333,82,-0.17724461
23.82951582,24.375,82,-0.17724461
34.62657085,22.66666667,82,-0.17724461
253.9397141,253.1666667,82,-0.17724461
90.27976767,101.1304348,82,-0.17724461
63.10632237,65.04166667,82,-0.17724461
72.18824862,57.58333333,82,-0.17724461
291.5731156,252.0416667,82,-0.17724461
115.3771597,122.6666667,82,-0.17724461
112.2229784,112.2608696,82,-0.17724461
29.24586567,34.30434783,82,-0.17724461
159.6962892,136.6956522,82,-0.17724461
143.6775434,148.25,82,-0.17724461
35.31956915,28.83333333,82,-0.17724461
53.98582205,77.91304348,82,-0.17724461
31.26972174,28.26086957,82,-0.17724461
108.3739112,109.7083333,82,-0.17724461
69.4727911,42.13636364,82,-0.17724461
22.49902379,15.14285714,82,-0.17724461
91.45315583,61.30434783,82,-0.17724461
100.2483346,91.875,82,-0.17724461
22.59987141,23.29166667,82,-0.17724461
58.62670209,53.04166667,82,-0.17724461
53.09083946,44.875,82,-0.17724461
79.69074376,79.875,82,-0.17724461
135.5265578,152.0869565,82,-0.17724461
38.73523887,82.83333333,82,-0.17724461
35.87209007,39.04545455,82,-0.17724461
146.4694656,144.875,82,-0.17724461
57.33980538,49.16666667,82,-0.17724461
53.06429004,36.25,82,-0.17724461
20.73004454,21.63636364,82,-0.17724461
65.78167117,67.41666667,82,-0.17724461
52.83259884,72.95238095,82,-0.17724461
42.31234573,38.04166667,82,-0.17724461
98.7464676,119.6666667,82,-0.17724461
314.8725367,263.5,82,-0.17724461
139.6635234,108.826087,82,-0.17724461
58.22828763,51.75,82,-0.17724461
26.30587274,19.33333333,82,-0.17724461
123.5362598,113.3478261,82,-0.17724461
65.09089262,59.86956522,82,-0.17724461
45.91977027,33.25,82,-0.17724461
87.90838004,103,82,-0.17724461
97.43382582,97.625,82,-0.17724461
81.29335168,67.5,82,-0.17724461
77.30009542,75.83333333,82,-0.17724461
172.3529654,138.0416667,82,-0.17724461
78.47907189,70.86956522,82,-0.17724461
38.18905115,42.08333333,82,-0.17724461
39.51383613,38.93333333,82,-0.17724461
28.79204659,30.45833333,82,-0.17724461
23.70640381,16.875,82,-0.17724461
61.45940857,65.16666667,82,-0.17724461
18.00559237,10,82,-0.17724461
534.7379946,448.4782609,82,-0.17724461
10.4761372,7.130434783,82,-0.17724461
264.5937648,278.3529412,82,-0.17724461
97.44501191,79.5,82,-0.17724461
51.22331725,43.33333333,82,-0.17724461
69.70738548,61.375,82,-0.17724461
58.32000266,71.83333333,82,-0.17724461
43.88120706,52.45833333,82,-0.17724461
72.7343113,52.125,82,-0.17724461
