truevalue,estimate,dem,ev
113.5704346,92.26086957,816,-0.051549123
19.92894691,16.58333333,816,-0.051549123
12.85319902,25.52173913,816,-0.051549123
13.43658855,16.54166667,816,-0.051549123
17.87651283,28.56521739,816,-0.051549123
20.88454827,36.875,816,-0.051549123
13.57878312,17.04347826,816,-0.051549123
9.623868273,17.91304348,816,-0.051549123
14.79260926,23.09090909,816,-0.051549123
6.677301618,39.79166667,816,-0.051549123
10.81386693,20.91304348,816,-0.051549123
16.83887085,21.04545455,816,-0.051549123
19.02066648,15.20833333,816,-0.051549123
14.61260544,11.22222222,816,-0.051549123
13.69532015,25.66666667,816,-0.051549123
10.4199046,36.54166667,816,-0.051549123
46.77356861,62.66666667,816,-0.051549123
14.19446946,19.34782609,816,-0.051549123
20.18503209,27,816,-0.051549123
12.80369747,14.08333333,816,-0.051549123
17.22952589,16.08333333,816,-0.051549123
19.65664862,15.13043478,816,-0.051549123
51.78756538,40,816,-0.051549123
21.04218617,22.5,816,-0.051549123
16.91727537,37.16666667,816,-0.051549123
19.58913198,36.45833333,816,-0.051549123
14.76920302,21.90909091,816,-0.051549123
20.09510188,8.789473684,816,-0.051549123
18.81490057,25.5,816,-0.051549123
14.21538785,17.54545455,816,-0.051549123
13.00037449,12.52631579,816,-0.051549123
16.84999245,32.69565217,816,-0.051549123
21.64995421,13.66666667,816,-0.051549123
26.91195835,33.86363636,816,-0.051549123
65.14059903,48.44444444,816,-0.051549123
13.89124733,37,816,-0.051549123
12.63228488,15.18181818,816,-0.051549123
13.34114037,15,816,-0.051549123
47.35933016,40.42857143,816,-0.051549123
23.04588926,34.125,816,-0.051549123
19.25184899,19.61904762,816,-0.051549123
15.07276703,22.20833333,816,-0.051549123
17.34850401,41.36363636,816,-0.051549123
11.38295742,15.34782609,816,-0.051549123
22.36681209,21.68181818,816,-0.051549123
24.88766314,28.375,816,-0.051549123
32.86721977,38.41666667,816,-0.051549123
43.30326936,42.08695652,816,-0.051549123
9.108716173,28.2173913,816,-0.051549123
9.539487785,29.16666667,816,-0.051549123
21.59587376,30.58333333,816,-0.051549123
40.44225834,66.13043478,816,-0.051549123
16.16477267,20.91666667,816,-0.051549123
29.86335265,35.41666667,816,-0.051549123
39.10357255,35.75,816,-0.051549123
19.34161412,26.29166667,816,-0.051549123
15.34252206,14.80952381,816,-0.051549123
11.46313917,28.73684211,816,-0.051549123
10.95966148,14.13043478,816,-0.051549123
12.88147484,21.375,816,-0.051549123
63.28546922,70.08333333,816,-0.051549123
13.35848381,25.52380952,816,-0.051549123
13.32773138,19.54166667,816,-0.051549123
77.97869259,88.43478261,816,-0.051549123
24.15045784,22.60869565,816,-0.051549123
9.401564607,14.56521739,816,-0.051549123
52.75340691,49,816,-0.051549123
15.90395042,23.91304348,816,-0.051549123
32.38419052,54.53333333,816,-0.051549123
19.47161617,30.625,816,-0.051549123
45.61097128,68.33333333,816,-0.051549123
51.57176632,68.31818182,816,-0.051549123
19.02886085,27,816,-0.051549123
14.54174038,25.89473684,816,-0.051549123
12.20743011,30.77272727,816,-0.051549123
28.62613624,39.18181818,816,-0.051549123
14.89627058,21.79166667,816,-0.051549123
15.80431174,17.61538462,816,-0.051549123
15.03108694,25.95652174,816,-0.051549123
