truevalue,estimate
19.96738217,21.25
14.038882,15.25
73.71999222,89.30434783
32.9649093,40.58333333
12.98394701,26.79166667
44.57350455,27.13333333
30.19788332,28.95
127.9744946,141.5
38.04158368,24.875
20.59278582,24.41666667
139.7983042,143.9166667
84.52647153,102.2083333
12.53857035,9.583333333
17.68244521,14.29166667
87.90972669,106.5217391
71.24951721,73.08333333
81.0258408,86.125
31.03609986,46.7826087
103.5639441,103.5294118
34.35483824,26.41666667
55.75164586,61.625
16.55271579,16.91666667
18.25596274,14.66666667
36.73457122,35.625
15.85808181,12.29166667
212.1383766,315.6818182
35.2994287,36.66666667
5.823382625,24.72727273
57.55166007,46.38461538
15.57792831,11.05263158
25.71653868,26.89473684
91.60166895,93
60.95351494,70.04166667
43.63758853,20.16666667
16.23994294,26.57142857
40.64577062,42.29166667
326.1027174,296.25
129.4276359,124.8333333
44.43295683,47
631.9993645,688.6875
38.08312889,34.58333333
23.10861937,20.31578947
19.13258965,22.83333333
21.93559009,17.47826087
41.99401753,74.66666667
85.05163387,91.79166667
26.14221127,26.26086957
20.97819289,20.08695652
39.24764554,26.04166667
103.2929886,103.8571429
42.0847748,32.60869565
57.26552159,56.41666667
54.43632459,58.08333333
17.13160363,12.25
97.89513633,94.43478261
25.51654428,29.04166667
118.3941086,113.875
36.35870685,27.20833333
89.36377435,75.26086957
36.67954553,35.69565217
234.3825436,262.5
9.709772615,21.86363636
100.7302451,100.5652174
85.56963215,82.26086957
72.96722218,105.625
15.57530505,14.56521739
61.30942912,77.04166667
29.87285459,28
274.994134,303.5833333
86.48882783,68.375
47.3280594,73.25
98.9959165,72.82608696
22.03453315,27.04166667
176.8664122,196.2083333
58.71209157,54.16666667
37.91263617,28.04166667
24.58879084,34.17391304
38.04639342,43.65217391
24.90826666,32.29166667
50.81242995,45.66666667
39.10436647,41.83333333
168.63761,180.875
37.85208189,55
277.621794,338.875
34.78260767,29.38888889
33.67115276,48.33333333
88.44013655,88
30.23313224,28.66666667
65.0897382,61.43478261
137.8212962,127
77.78036145,84.63636364
100.8538249,96.47826087
44.09225421,46
19.38892928,13.91304348
19.94862304,11.95652174
17.32218606,12.54166667
59.98936881,91.28571429
20.85355669,24.16666667
67.35841641,75.91304348
56.2691493,60.52173913
100.4399322,84.83333333
56.88092589,49.22222222
44.4620123,50.20833333
137.491041,140.3333333
38.65660273,22.83333333
60.00204451,53.04347826
66.70797756,65.25
108.18765,140.1818182
160.8179832,161.0833333
98.5177998,137.6363636
136.3347756,142.5416667
11.7887545,17.16666667
30.52553477,26.25
17.31491728,9.958333333
34.51108305,37.47826087
23.28762772,19.33333333
40.42840434,43.18181818
32.94326719,28.39130435
35.82273484,9.458333333
72.5901035,82.66666667
75.79160512,85.20833333
52.20182284,67.58333333
38.15861852,35
48.84598396,59.08333333
53.61370359,55.08695652
101.8440274,95.14285714
44.81528871,41.875
10.64265483,16.70833333
46.36898642,37.29166667
38.13734911,33
170.2225873,158.0833333
151.2333524,161.25
24.86554284,13.81818182
14.19322643,8.708333333
16.20716404,23.9047619
199.520152,200.9130435
46.78065126,42
112.1553258,110.125
26.62235076,32.83333333
34.05064659,35.30434783
79.57469019,86.45833333
10.82443983,18.04761905
38.27692002,27.79166667
61.55244289,66.70833333
140.8842688,152.173913
53.2069011,60.40909091
73.99405837,86.54166667
5.942432235,7.75
37.11133231,37.5
127.3706671,122.6666667
98.31867671,120.6153846
30.18837421,22.75
83.54027874,81.5
60.40667337,72.25
56.66552733,66.45454545
49.94046723,49.16666667
19.38430042,16.82608696
64.32091123,50.3
26.55939635,26
24.66249443,33.125
34.44292651,22.60869565
81.37142709,80.75
77.4958008,83.4
46.05424719,51.91666667
112.8674882,115.4166667
24.90658448,19.25
16.39238079,17.25
20.22179198,25.04166667
88.51688421,121.9565217
54.75488106,51.91304348
137.0025084,141.6666667
59.83034347,45.875
18.63930539,27.21052632
43.88788973,40.83333333
101.379097,111.6666667
47.07768898,50.66666667
19.32737806,28.79166667
50.46718938,44.72727273
55.06121295,58.70833333
41.48289094,36.16666667
24.44685739,19.375
28.50530965,42.125
26.97094625,26
54.01675663,44.79166667
39.54587336,23.13043478
49.82069272,54.36363636
235.7904307,230.15
121.4528097,104.6666667
47.92925909,61.47826087
40.98933882,39.33333333
39.64772354,40
24.03998448,30
17.26546716,19
26.33860322,29.31818182
59.53727143,45.77777778
54.76480554,75.875
35.58630783,42.69565217
26.67056498,16.375
60.56510831,46.95833333
26.46785736,18.95833333
48.74122053,54.625
115.0161176,125.5217391
57.05490653,49.25
17.61767921,14.33333333
6.44812131,5.434782609
21.50911241,16.125
105.5476735,106.0952381
21.32796799,25.66666667
37.48371766,48.75
34.8524214,23.625
35.0638773,35
247.7697141,281
59.82569857,49.20833333
166.0658375,200.75
30.97943867,26.59090909
170.3379556,153.8333333
29.80538616,33
157.4920799,162.6956522
26.32170818,21.79166667
53.23274645,56.25
23.57061223,17.20833333
87.13117108,88.04166667
11.78335391,18.91304348
201.9268117,225.0416667
69.97675965,73.16666667
48.18682502,45.13043478
70.4100017,52.375
18.14567086,20.125
50.36472497,39.5
11.94189647,13.95833333
77.40721964,84.43478261
32.69288804,48.35
73.21474262,73.56521739
92.0462923,86.15
166.8303412,169.1666667
269.8891414,278.3
61.25045934,67.70833333
45.59950648,33.9047619
45.63333962,38.95833333
107.265133,102.0666667
31.92109905,27.79166667
22.40263837,14.125
91.35895778,86.33333333
46.15972188,42.20833333
37.94668879,23.16666667
57.56418116,79
40.37539826,42.60869565
40.81467055,30.40909091
45.54386481,47.09090909
29.65703891,119.75
169.3944571,169.2941176
109.4925852,130.625
35.2948586,34.45833333
22.93121527,21.70833333
65.54166502,53.66666667
51.9207281,48.25
59.48945283,120.7916667
160.7981126,184.2083333
87.50295734,93.79166667
70.46854266,66.54166667
23.9546765,21.41666667
29.8859784,33.14285714
18.03472363,33.91304348
19.4984339,15.79166667
121.2213663,124.826087
37.82126507,35.33333333
40.64159793,55.45
50.17350607,45.6
9.253944161,14.41666667
43.09913535,27
41.70313909,42.43478261
38.86446137,49.95833333
152.832742,119.25
75.71517722,109.6666667
165.1223746,157.0454545
44.82227484,48.33333333
182.2289241,170.875
44.46506187,52.83333333
37.04266158,45.63636364
42.32268077,38.04166667
22.44379225,12.375
59.60585043,69.5
39.47030389,64.43478261
21.79178527,14.52173913
142.4009124,172.625
56.28561892,74.125
20.80806293,19.06666667
210.4546513,197.6666667
47.91307013,33.41666667
40.81616333,55.41666667
15.86050903,11.60869565
42.45202999,37.29166667
35.74120503,30.79166667
240.2646864,280.0416667
64.45580453,50
34.63243082,47.29411765
58.54162701,59.84210526
19.1836751,21.04166667
93.27571427,110.25
59.30747588,51.79166667
42.99518415,42.66666667
68.01177457,65.20833333
74.74820401,78.04347826
51.74724091,58.0952381
21.13769049,21.65217391
40.69363659,49.5
158.8615475,106.7
25.58161317,26.25
22.61017815,21.58823529
45.82881851,11.66666667
46.58830367,55.73913043
18.7698547,11.875
21.37565406,15.47619048
10.13797038,8.545454545
67.06203675,77.125
40.59707817,44.875
122.2360927,94.70833333
14.01675097,9.75
66.47239101,69.68181818
224.571901,241.3333333
15.93044461,16.3125
35.17251489,52.66666667
36.47039167,25.04545455
118.9617072,116.5909091
23.50015424,20.625
16.44908825,10.5
124.4146357,77
23.209575,20.83333333
7.670830696,6.5
20.56406682,25.71428571
23.70158783,39.91666667
43.62150063,45.09090909
20.18821623,14.04166667
21.001926,20.16666667
27.7709938,26.04166667
30.13300151,27.77272727
23.00994169,21.45454545
12.73549562,8.916666667
65.34118704,71.54545455
33.50688122,37.08333333
47.10773386,56.45833333
35.59172644,35
61.55747963,58.83333333
49.17235296,22.04761905
18.34863212,10.57894737
62.91426788,65.54166667
41.26506374,62.45833333
38.9801068,37.125
28.66946214,38.54166667
23.7104143,20.68181818
98.27928748,82.79166667
227.7553105,205.375
24.25084109,21.83333333
55.14265543,39.29166667
214.7429137,223.9166667
46.1593745,68.83333333
100.4917063,95.45833333
166.2292897,199.0416667
8.458908544,10.33333333
66.94478013,65.9
46.59805914,48.41666667
169.5274723,175.4166667
12.59733506,18.16666667
105.9965758,121.5
189.8324356,165.375
30.54527426,19.875
77.21323842,83.0952381
5.06691556,20.69565217
37.95195737,34.04166667
283.2320512,272.625
57.80688828,85.875
75.28768267,62.20833333
259.9934282,247.125
68.15437586,77.08333333
47.52843395,56.375
14.2118871,10.16666667
10.89453916,10.04166667
60.77909024,66.16666667
28.14851378,29.30434783
11.73487456,12.95833333
67.93233921,71.41666667
30.32282352,30.54166667
41.25616383,40.95833333
60.63762644,50.63636364
31.17243078,32
22.60808621,23.625
19.42921563,24.95652174
69.87314077,27.61538462
37.14913295,39.60869565
10.7152954,13.45833333
44.47002843,49.41666667
61.87278526,47.25
15.61533447,15.13333333
125.6519833,99.7
29.88676427,26.25
264.338624,265.0416667
112.3538959,116.1666667
57.81915307,66.15789474
96.92105386,93.86956522
32.98049749,41.34782609
8.881432466,23.79166667
19.78756585,21.66666667
32.38934566,30.54166667
31.70120338,39.86363636
183.0155363,175.7083333
220.8896678,232.2608696
41.46030146,37.375
21.93570189,17.45833333
24.63854626,37.71428571
43.36952588,45.65217391
16.46837341,10.29166667
36.07538541,29.94444444
16.75119622,15.76190476
90.52068088,91.5
29.21043463,32.68181818
21.45054063,32.52380952
25.34197772,29.625
233.255883,182.2083333
13.95126648,19.58333333
39.96242265,49.41666667
39.26467703,39.18181818
16.40317477,20.28571429
57.26812615,58.04166667
122.7001181,116.5416667
33.91523552,45.86956522
45.94306249,45.39130435
70.03019905,70.81818182
7.753315633,10.58333333
30.58581868,34.70833333
30.01703331,39.95833333
93.0526847,111.2083333
50.08807713,52.25
26.81978865,41.45833333
63.03409539,62.29166667
16.01374337,23.33333333
141.6876734,136.0454545
17.24109983,13.52173913
87.31270394,75.875
119.3128034,138.9090909
49.88738453,89.375
13.64563157,23.57142857
129.3573039,117.9565217
37.76076734,24.04545455
77.47945006,52.07692308
17.97023533,9.777777778
92.37476199,105.6956522
19.02673605,14.26086957
23.79694075,17.875
113.4866348,148.0416667
52.33933143,67.34782609
61.59810075,61.125
40.45581859,57.29166667
145.6395704,156.375
23.58163837,12.61904762
118.7072053,98.25
90.12228611,96.3125
15.68302052,17.25
85.07286646,83.69565217
51.32210336,60.45833333
28.75240114,36.33333333
114.1004901,104.4166667
14.86577561,12.17391304
48.79352951,56.33333333
151.7008906,172.0416667
18.96264703,16.08333333
74.20351333,71.2173913
66.05508704,37.21052632
20.14036793,25.82608696
31.10853108,36.5
88.73727339,97.16666667
50.22605373,59.54166667
137.8268432,137.125
3.752067266,2.928571429
68.26015437,69.95238095
56.28718691,50.79166667
16.60640986,12.91666667
83.17943833,80.70833333
27.92533152,31.375
38.12316576,35.47826087
28.80342346,34.82608696
104.4846121,90.16666667
145.3753466,163.4166667
102.5769736,112.125
41.5284026,60.79166667
69.74322675,66.875
20.92646608,8.041666667
24.7900828,17.57894737
53.19937832,51.95833333
17.34383613,3.666666667
8.689918674,15.13333333
19.53103647,11.69565217
39.74808428,48.33333333
25.11662215,32.58333333
34.16812932,29.20833333
17.88200506,20.42857143
32.50143631,19.95454545
137.2983377,95.58333333
56.86275355,62.70833333
36.0263521,24
90.07078773,77.08695652
17.42398823,17.38888889
131.9521585,102.2105263
12.57026366,16.55
10.17518945,19.08333333
48.50211192,52.54166667
19.54710459,21.69565217
57.29884567,56.3
24.88230578,19.70833333
66.00685873,82.70833333
110.5097434,131.0714286
62.77623363,51.45833333
23.73959608,27.91666667
50.54759348,27.58333333
51.29664595,52.875
87.75831635,102.0833333
7.825304579,9.3
45.66093406,57.04347826
118.6074737,123.75
14.32519911,12
23.97995712,22.70833333
30.87328786,29.79166667
65.8000814,70.08695652
34.58832721,42.20833333
82.81130101,96.875
75.09266335,34.75
28.6880392,24.75
38.79444076,29.91304348
20.73818535,17.7826087
47.46307355,44.875
70.02135823,88.95454545
58.00503849,55.73913043
64.09239408,49.17391304
28.3797973,20.33333333
32.392004,52.17391304
12.55449181,8.956521739
44.08640656,39.65
29.39152838,30.91304348
35.95429477,32.08333333
65.35556598,59.08695652
64.62971533,79.41666667
42.94711008,43.72727273
83.09089605,76.54166667
74.78254361,66.16666667
42.44684499,38.79166667
15.14212174,23.25
46.30703555,30.25
17.80375005,17.13043478
100.3060513,113
78.46531658,73.41666667
60.59470308,78
12.68430013,12.16666667
93.39275069,94.30434783
99.08719018,88.58333333
33.98893599,42.04545455
155.2422942,165.9583333
27.53920124,31.43478261
10.05047762,30.625
20.60749803,22.875
68.09845197,86.75
52.89704543,60.95652174
50.39827469,41.40909091
119.3614589,90.66666667
85.35397316,90.5
40.38446426,50.5
305.2382961,338.9166667
47.739852,45.29166667
22.7341708,22.7826087
40.48173676,28
15.1216115,15.125
17.40010751,11.79166667
15.98489939,15.39130435
31.45082001,33.63157895
52.95099374,45.375
28.81650553,42.95833333
88.02428388,91.79166667
12.200481,8.166666667
25.35802998,21.5
62.68487016,89.42105263
24.38123457,19.34782609
53.51976942,48.13043478
76.32178416,99.375
99.24299233,79.04166667
130.6404762,154.3888889
33.83909186,39.70833333
40.62654318,36.75
20.35484212,30.71428571
23.09868301,18.375
28.91536325,32.83333333
95.3621973,107.6086957
64.31857237,65.66666667
11.94707655,12.52173913
34.01968752,31.71428571
15.29943431,7.869565217
30.34257754,33.26086957
204.2452769,261.6666667
30.22637836,38.95833333
23.63818761,15.79166667
24.63972388,17.125
75.7046371,75.75
17.90018865,16.05
31.30203706,30.73913043
72.52965336,62.52380952
21.78261587,31.58333333
38.00355892,22.86363636
80.68240661,77.05
54.44979985,46.08333333
25.48100348,18.27777778
63.30847045,63.45833333
90.91503399,80.86956522
17.21701126,10.625
56.66241304,55.625
61.58323363,57.54166667
26.90916455,22.125
39.65485964,38.29166667
40.8864595,30.20833333
138.4111848,62.13636364
46.07608222,36.54166667
17.78951893,20.82608696
63.9889344,68.54166667
61.57173112,56.5
34.63126057,24.31818182
24.3906913,8.95
34.32186743,30.58333333
27.24148558,24.66666667
35.76842877,31.82608696
51.73552982,42.68181818
95.20130169,96.45454545
18.71699335,10.34782609
97.41737809,94.2173913
27.18168913,14
8.671264801,12.91666667
20.22985572,26.875
11.56297426,16.75
263.9001882,262
19.93742994,20.58333333
15.39596768,16.16666667
24.99910028,21.91304348
44.88488663,49.05882353
69.03108866,50.13636364
24.49639495,13.79166667
10.92026576,18.66666667
52.20353136,50.77272727
40.72908904,39.39130435
4.786156557,6.125
64.98574507,64.33333333
74.5576943,64.33333333
30.91917405,39.95652174
10.53030138,17.14285714
21.27890525,25
42.68875044,39
18.5860658,19.04347826
28.02008493,10.18181818
13.78964305,10.04166667
16.90119783,15.43478261
60.73138803,49.75
47.3393481,48.33333333
49.5352363,53.90909091
21.97934216,16.36842105
83.43078924,78.375
-1.442570509,11.72727273
45.56995515,51.39130435
40.41049163,39.60869565
12.77867984,11.69565217
40.94717994,40.70833333
70.19638411,88.72727273
51.52815784,74.04347826
34.40247381,38.875
191.798761,222.3478261
37.72911393,68.23809524
97.78180382,120.75
92.65086331,85.33333333
132.0668371,120.7916667
61.94081799,59.69565217
35.57818376,38.45833333
75.26816541,87.66666667
31.06668826,37.45833333
187.2894376,168.8333333
80.98652173,71.18181818
27.78310941,26.45833333
68.98414349,92.7826087
63.24323619,71.875
197.4150472,246.2
13.57904918,17.85714286
35.41546581,43.70833333
54.23903585,46.125
77.81260689,64.52380952
26.90392647,22
335.9292003,361.9583333
93.28589951,120.1666667
7.607579718,28.125
76.99309838,72.04166667
60.53290631,77
289.4392619,343.1666667
60.72211223,70.9
22.32632305,13.13636364
191.0190512,203.4583333
31.83862772,31.52380952
33.42161405,25.08333333
46.21776585,47.375
69.42678353,65.33333333
52.57175476,50.04347826
11.17157556,10.79166667
85.78347077,86.65217391
50.67764468,45.16666667
117.1388476,118.2727273
110.0927077,119.9583333
59.24472765,57.22727273
35.84211456,21.875
32.37072805,25.86956522
28.29765471,29.39130435
80.2535043,87.125
17.29820755,21.5
90.01907244,85.625
11.76676609,9.391304348
54.13231494,49.95833333
64.21152499,102.2173913
74.16818896,71.66666667
33.59903328,18.17647059
11.01794884,12.29166667
29.81461189,33.20833333
130.1572037,168
75.49747928,72.59090909
139.32021,139.7083333
25.49221261,15.36363636
21.03453747,15.5
20.73045698,12.54166667
32.13674596,29.04347826
38.88938321,42.85714286
129.1499326,136.2380952
31.78458105,29.5
183.3645835,160.375
59.03644183,53.36363636
20.7228597,23.65217391
23.42426221,28.79166667
37.97623773,35.95833333
30.00569847,22.6875
196.2780715,189.7916667
21.15085681,20
96.51984189,121.75
10.36698633,10.75
37.39415704,38.58333333
43.85321242,39.16666667
115.3234983,121.6666667
25.10457609,32.2173913
27.07224037,23.875
23.54895261,17.5
114.5044796,110.2083333
164.6242089,174.9166667
89.12681368,76.75
43.26605345,42.82608696
94.05007154,114.9583333
11.91037071,13.08695652
17.83109238,24.70833333
43.31360839,20.5
43.0289106,21.125
59.73000332,69.75
13.39170234,9.333333333
142.5249581,173.5416667
115.8757893,114.826087
42.04847066,52.95833333
9.552857322,16.85714286
31.23174014,28.18181818
42.62356881,36.66666667
21.85251637,19.375
26.4281768,32.58333333
75.06733998,66.25
51.94685964,41.61904762
22.46934793,25.13043478
20.86257586,26.04347826
28.35706285,25
23.88288771,38.05263158
21.59198997,22.08333333
124.1213321,117.7368421
30.84649684,23.58333333
56.23025599,45.875
91.48743432,102.125
59.4613949,63.375
19.50047608,16.875
415.5878968,384.0434783
22.3104853,30.29166667
111.5726507,104
28.93245943,23.95833333
37.87705231,26.91666667
62.70423113,64.86956522
79.74428779,110.25
231.7361548,223.8333333
165.0074644,160.1176471
35.2563334,36.91666667
97.71137879,92.11111111
11.36685792,14
24.82520683,24.86956522
153.9670032,156.1904762
34.43757558,37.42857143
16.99812366,9.291666667
20.23036834,14.79166667
36.39465769,39.375
111.0624769,88.41666667
244.8186858,294.8333333
207.0036459,267.0416667
236.1348335,290.4166667
40.58313441,36.3125
27.46104557,14.29166667
76.12095494,73.375
33.6382394,28.20833333
28.28333174,36.20833333
23.66175744,26.95652174
12.09020307,7.739130435
121.0362652,120.9565217
42.15769694,39.54166667
74.15316731,75.95833333
41.11146031,26.5
16.67942402,9.571428571
48.15288968,49.70588235
103.3280042,85.25
59.89626119,71.25
97.81638605,99.33333333
184.9491818,167.3913043
35.44198194,38.5
32.63299295,32.08333333
130.2304472,110.9473684
58.3956291,59.33333333
74.59618213,65.375
85.45786842,96.70833333
17.49257255,17.52941176
26.1207808,21.41666667
23.12581366,16.54166667
16.54473481,11.58333333
94.88985986,88.16666667
89.65950925,89.70833333
49.18011075,53.83333333
90.22726358,92.30434783
150.2777389,162.6666667
24.90909657,24.86956522
19.5538611,25.82608696
62.42213405,63.52173913
91.0823564,71.375
50.05164165,56.65217391
35.58452914,26.40909091
26.51938533,21.375
19.62304588,28.31818182
132.8097602,106.7916667
20.73196991,20.04166667
45.08443945,54.125
14.27462186,9.173913043
113.7281031,128.375
99.76730157,87.91304348
19.92379986,21.625
114.379136,104.5416667
37.22802105,34.41666667
14.58914467,5.285714286
24.12091039,12.66666667
78.93364439,78.39130435
28.93343461,24.69565217
49.28288601,51.2173913
48.73983142,51.9
16.72462169,18.44444444
29.06437267,14.41666667
32.60947619,21.20833333
70.13298957,74.91666667
16.3185557,15.16666667
28.7468462,21.41666667
43.6346269,50.26086957
31.8933651,42.28571429
20.18678987,10.79166667
31.9763626,31.73913043
20.79863699,22.86956522
48.16011064,39.56521739
23.71446743,19.9375
102.252006,102.5217391
18.54269695,16.29166667
41.8437814,39.08333333
18.60007929,20.95833333
84.26454449,87.52380952
38.85830025,40
37.60027802,33.625
20.94234519,22.41666667
53.53704387,54.95833333
29.92068026,40.31818182
25.95528473,17.16666667
5.87233122,19.60869565
17.68867041,18
78.98907696,85.29166667
104.2905004,120.9166667
9.075661196,9.916666667
28.17558183,29.45833333
28.31749015,26.18181818
59.33674982,70.38095238
20.01259501,14.83333333
28.86726679,27.25
17.58284648,19.42857143
41.94415854,34.08333333
103.9664574,121.9166667
29.92777074,37.08333333
12.38276893,8.043478261
102.2979437,105.6521739
52.52429491,56.95833333
121.2822852,101.625
71.29640433,80.375
27.14381596,23.91666667
22.67665068,13.33333333
47.2587594,44.16666667
36.99423801,44.33333333
26.85570553,19.30434783
40.33763305,28.52173913
59.21052692,53.90909091
18.09516714,15.26315789
22.77653388,20.47619048
78.32210919,84.63636364
59.66196901,65.125
46.88012706,35.17391304
40.4461171,69.57142857
77.73082039,68.29411765
28.86220969,20.66666667
41.35294186,44.20833333
94.70932654,84
21.90970642,18.54166667
20.52781256,7.541666667
46.69254464,51.91304348
23.84436321,32.79166667
